2022-06-08 17:11:40,807- fruits-classifier - INFO - Pipeline start
2022-06-08 17:11:40,810- fruits-classifier - DEBUG - Preprocessor's params:{'max_brightness': 255, 'resize_value': 128}
2022-06-08 17:13:07,927- fruits-classifier - INFO - Pipeline start
2022-06-08 17:13:07,928- fruits-classifier - DEBUG - Preprocessor's params:{'max_brightness': 255, 'resize_value': 128}
2022-06-08 17:13:07,929- fruits-classifier - DEBUG - Preprocessor's unification steps:['center_crop', 'resize']
2022-06-08 17:13:07,929- fruits-classifier - DEBUG - Preprocessor's processing steps:['normalize', 'flatten']
2022-06-08 17:13:07,930- fruits-classifier - INFO - Reading train and test data...
2022-06-08 17:13:43,746- fruits-classifier - INFO - Pipeline start
2022-06-08 17:13:43,784- fruits-classifier - DEBUG - Preprocessor's params:{'max_brightness': 255, 'resize_value': 128}
2022-06-08 17:13:43,785- fruits-classifier - DEBUG - Preprocessor's unification steps:['center_crop', 'resize']
2022-06-08 17:13:43,787- fruits-classifier - DEBUG - Preprocessor's processing steps:['normalize', 'flatten']
2022-06-08 17:13:43,789- fruits-classifier - INFO - Reading train and test data...
2022-06-08 17:13:53,365- fruits-classifier - INFO - Pipeline start
2022-06-08 17:13:53,365- fruits-classifier - DEBUG - Preprocessor's params:{'max_brightness': 255, 'resize_value': 128}
2022-06-08 17:13:53,367- fruits-classifier - DEBUG - Preprocessor's unification steps:['center_crop', 'resize']
2022-06-08 17:13:53,368- fruits-classifier - DEBUG - Preprocessor's processing steps:['normalize', 'flatten']
2022-06-08 17:13:53,370- fruits-classifier - INFO - Reading train and test data...
2022-06-08 17:13:53,478- fruits-classifier - ERROR - Error while processing file ./data//train/apple/-mochenye-yabloki-mochenye-yabloki-v-bankax_1490718218_2_max.jpg: too many indices for array: array is 1-dimensional, but 2 were indexed
2022-06-08 17:13:53,485- fruits-classifier - ERROR - Error while processing file ./data//train/apple/1140606-5.jpg: too many indices for array: array is 1-dimensional, but 2 were indexed
2022-06-08 17:13:53,488- fruits-classifier - ERROR - Error while processing file ./data//train/apple/12_5a54a63cb0a13_medium-326x208.jpg: too many indices for array: array is 1-dimensional, but 2 were indexed
2022-06-08 17:13:53,492- fruits-classifier - ERROR - Error while processing file ./data//train/apple/1345.jpg: too many indices for array: array is 1-dimensional, but 2 were indexed
2022-06-08 17:13:53,497- fruits-classifier - ERROR - Error while processing file ./data//train/apple/1434438040_297777747l.jpg: too many indices for array: array is 1-dimensional, but 2 were indexed
2022-06-08 17:13:53,504- fruits-classifier - ERROR - Error while processing file ./data//train/apple/147261104.jpg: too many indices for array: array is 1-dimensional, but 2 were indexed
2022-06-08 17:13:53,516- fruits-classifier - ERROR - Error while processing file ./data//train/apple/1561279250_2.jpg: too many indices for array: array is 1-dimensional, but 2 were indexed
2022-06-08 17:13:53,521- fruits-classifier - ERROR - Error while processing file ./data//train/apple/1561279279_12.jpg: too many indices for array: array is 1-dimensional, but 2 were indexed
2022-06-08 17:13:53,542- fruits-classifier - ERROR - Error while processing file ./data//train/apple/1776805509_0_0_3072_1728_1920x0_80_0_0_0ea5f9290b2d77fe9c88f083ebbae369.jpg: too many indices for array: array is 1-dimensional, but 2 were indexed
2022-06-08 17:13:53,549- fruits-classifier - ERROR - Error while processing file ./data//train/apple/18.742x0@2x.jpg: too many indices for array: array is 1-dimensional, but 2 were indexed
2022-06-08 17:13:53,557- fruits-classifier - ERROR - Error while processing file ./data//train/apple/26272465.jpg: too many indices for array: array is 1-dimensional, but 2 were indexed
